key,scenario_id,family,model_key,method_label,context_tokens,context_precision,irrelevant_context_ratio,output_tokens,checklist_opus,leakage_opus,checklist_llama,leakage_llama
resume_014|oracle_dag|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,oracle_dag,269,1.0,0.0,248,0.3333333333333333,0.0,0.3333333333333333,0.0
resume_015|full_history|-|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,full_history,943,0.5,0.48038176033934255,279,0.75,0.0,0.75,0.0
resume_014|rolling_summary|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,rolling_summary@2048,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,0.0
resume_015|sliding_window|2048|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,sliding_window@2048,943,0.5,0.48038176033934255,310,0.75,0.0,0.75,0.0
resume_015|rolling_summary|1024|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,rolling_summary@1024,943,0.5,0.48038176033934255,256,1.0,0.0,1.0,0.0
resume_014|semantic_retrieval|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_014,resume,response_b,semantic_retrieval@2048,894,0.2857142857142857,0.6991051454138703,139,1.0,0.0,1.0,0.0
resume_015|rolling_summary|2048|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,rolling_summary@2048,943,0.5,0.48038176033934255,294,0.75,0.0,0.75,0.0
resume_015|oracle_tree|-|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,oracle_tree,490,1.0,0.0,257,1.0,0.0,1.0,0.0
resume_015|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,semantic_retrieval@1024,943,0.5,0.48038176033934255,310,0.75,0.0,0.75,0.0
resume_015|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,full_history,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,sliding_window@1024,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|sliding_window|1024|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,sliding_window@1024,943,0.5,0.48038176033934255,311,1.0,0.0,1.0,0.0
resume_015|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,sliding_window@2048,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|rolling_summary|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,rolling_summary@1024,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|rolling_summary|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,rolling_summary@2048,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|oracle_dag|-|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,oracle_dag,490,1.0,0.0,310,0.75,0.0,0.75,0.0
resume_015|semantic_retrieval|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,semantic_retrieval@1024,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
resume_015|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,resume_015,resume,response_a,semantic_retrieval@2048,943,0.5,0.48038176033934255,310,0.75,0.0,0.75,0.0
resume_015|oracle_dag|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,oracle_dag,490,1.0,0.0,228,1.0,0.0,1.0,0.0
semantic_decoy_001|full_history|-|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,full_history,1433,0.5,0.4801116538729937,208,1.0,0.0,0.5,0.0
resume_015|semantic_retrieval|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,semantic_retrieval@2048,943,0.5,0.48038176033934255,195,0.75,0.0,0.75,0.0
semantic_decoy_001|sliding_window|1024|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,sliding_window@1024,878,0.4,0.5728929384965832,205,1.0,0.0,0.5,0.0
semantic_decoy_001|rolling_summary|2048|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,rolling_summary@2048,1433,0.5,0.4801116538729937,252,0.5,0.0,0.5,0.0
resume_015|oracle_tree|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,resume_015,resume,response_b,oracle_tree,490,1.0,0.0,228,1.0,0.0,1.0,0.0
semantic_decoy_001|semantic_retrieval|1024|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,semantic_retrieval@1024,910,0.8,0.1813186813186813,342,0.25,0.0,0.5,0.0
semantic_decoy_001|sliding_window|2048|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,sliding_window@2048,1433,0.5,0.4801116538729937,239,0.5,0.0,0.5,0.0
semantic_decoy_001|semantic_retrieval|2048|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,semantic_retrieval@2048,1433,0.5,0.4801116538729937,208,1.0,0.0,0.5,0.0
semantic_decoy_001|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,semantic_decoy_001,semantic_decoy,response_b,full_history,1433,0.5,0.4801116538729937,263,0.5,0.0,0.5,0.0
semantic_decoy_001|sliding_window|1024|us.anthropic.claude-haiku-4-5-20251001-v1:0,semantic_decoy_001,semantic_decoy,response_b,sliding_window@1024,878,0.4,0.5728929384965832,295,0.5,0.0,0.5,0.0
semantic_decoy_001|sliding_window|2048|us.anthropic.claude-haiku-4-5-20251001-v1:0,semantic_decoy_001,semantic_decoy,response_b,sliding_window@2048,1433,0.5,0.4801116538729937,263,0.5,0.0,0.5,0.0
semantic_decoy_001|oracle_dag|-|us.anthropic.claude-sonnet-4-6,semantic_decoy_001,semantic_decoy,response_a,oracle_dag,745,1.0,0.0,348,0.25,0.0,0.5,0.0
